question,id,sentence,timestamp
"What is the significance of millionaire YouTuber Zirksee's private jet landing in New Zealand, and why did he decline to speak to reporters upon arrival?",1558841093805903872,Breaking News- Millionaire youtuber Zirksee spotted landing in New Zealand this morning on his private jet! He declined to speak to reporters!   @Zirksee @TheActualCC @Scomo843 @DubDotDUBBY @MUTality7 @CatlinMcmullen https://t.co/oG27AfZul9,99.428
"What makes Jordyn and Gabrielle stand out as two of the best news anchors, according to this Twitter user, is their combination of beauty, talent, and dedication to providing accurate and engaging news and weather reports to Western New York?",1558841087871131649,@JordynJenna @GabrielleMediak Some of the most absolutely Beautiful woman on one of the best  news networks in the country. They both do an Absolutely Amazing job giving Western NY the daily News &amp; Weather report’s. Keep up the Great job ladies.,99.426
"What positions do Aidan Samuels, Jeffrey Pacholko, and Ryan Sam play for the Panthers?",1558841053959966720,"NEWS: The Panthers are pleased to announce the signing of 2005-born forward Aidan Samuels, 2004-born forward Jeffrey Pacholko, and 2005-born defender Ryan Sam.

Welcome to the Panthers, Aidan, Jeffrey, and Ryan!

DETAILS | https://t.co/SXskSQEkHR

#PJHL #PJHLBC #PortMoody https://t.co/LhsXbp316B",99.419
"Is it fair to assume someone is guilty without having all the relevant information, or should we strive for objective reporting and wait until all the facts are in before making judgments?",1558841045982404608,"Everything is irrelevant when you @barbMcQuade judge and convict without any relevant information.  Of course he is guilty, right? That’s what you want and therefore believe, and must make your wishes public by presenting them as facts.  That’s not news, that your opinion. https://t.co/FLA1jo3biH",99.417
What is the live stream link to watch Bayern Munich vs VfL Wolfsburg in the German Bundesliga?,1558841042211782658,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaGXm8I

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

sewtwet",99.416
What is the URL link to watch Bayern Munich vs VfL Wolfsburg live stream online? 📺👀,1558841030111559680,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

sawtr3t",99.414
"What factors influence this individual's decision to prioritize some news over others, and what do they believe is the significance of their own lack of attention towards certain groups or individuals in the media?",1558841028785872896,"@helloamysnow Anything is possible...then again, any news pertaining Commieforniacuckistan or anyone from Hollywood, I ignore it...they aren't important to me...it took 10 months for the Fed Bois to find out Alec Baldwin DID pull the trigger...just an example of incompetence and hierarchy...",99.413
"What is the live stream link for the Bayern Munich vs VfL Wolfsburg match, as mentioned in the tweet?",1558841018178752512,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

sart3532",99.411
"What concerns do Manchester United fans have about Cristiano Ronaldo's behavior and performance, as evidenced by rumors of contract termination or attitude adjustment?",1558841010431590400,"Sky Sports News reporting in the last hour :

•Ronaldo to change his attitude or have his contract terminated. - should have got rid the minute he spoke up. IMO. 

•Players made run the same length at Brentford players yesterday. 

It’s a god damn circus 🎪 #mufc",99.41
"What are your thoughts on the hypothetical scenario where Kelvin MacKenzie, a former tabloid editor, is hired to lead the BBC's new rolling news channel, and how would you expect this change to impact the network's reporting style and personnel?",1558841007604731904,@MartineBBC @j0hnnydayt0n @BrigidS97040457 @cleanfeed_ttvr @BBCPanorama Maybe Tim Davie @bbcpress  &amp; the lads could hire Kelvin MacKenzie to run the new rolling news @bbc. @MartineBBC might be forced to dye her hair in the union flag colours and juggle pens while interviewing.  @BBCShaunLey might have to get lots of tattoos &amp; a toupee to fit in,99.409
"What is the live stream link to watch Bayern Munich vs VfL Wolfsburg match, as mentioned in the tweet?",1558841006443085824,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

sarwqt",99.409
"What types of art news, exhibitions, and artworks can I expect to read about on this website?",1558841003859230728,#Read the latest #art #news and #exhibitions  - https://t.co/tZZV5AUW6v  #artist #drawing #photography #artwork #photooftheday #like #fashion #painting #illustration #digitalart #picoftheday #photo #design #fanart #paint #arte #drawMondayMotivation #influencer #wcw https://t.co/8oXXjJcgT5,99.408
What is the start time and live stream link for the Bayern Munich vs VfL Wolfsburg match in the German Bundesliga? 🏟📺,1558840996204810240,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

Arqwr",99.407
"What does ""PoGO ETB"" stand for in this sentence, and what type of content or event is being referred to?",1558840994308788225,"Jasmine here to share some exciting news with y'all, Momma got a #PoGO ETB (whatever that means, but if mom's excited, then I'm excited) and if we get 10 new subs to the Twitch channel she'll open the whole thing on stream! Pretty sure that means treats for me but idk https://t.co/0SKVF0kKPA",99.406
What is the start time of the Bayern Munich vs VfL Wolfsburg match and how can I watch it live online? 🏟️📺,1558840985337331712,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

FWQRWQR",99.404
"What is the significance of the ""whitelist freemint"" mentioned in this tweet, and how will it impact the overall project and its users?",1558840977736998912,"Yo, @iguverse. Sick news about the whitelist freemint. This is massive and the whole project is huge! I really like the idea that I can mint my NFT from the photos of my cat lol. **
**Anyway, count me in, I'm gonna grab one of these 3000 whitelists for sure!**
**#Igu #Iguverse**",99.402
"What is the live stream link for the Bayern Munich vs VfL Wolfsburg match, as mentioned in the tweet?",1558840973345816576,"Bayern Munich vs VfL Wolfsburg live stream: German Bundesliga TV channel, how to watch online, start time, news, odds

🔗Live LINK👉 https://t.co/97KvaHfvmQ

Tottenham vs Chelsea Live | Updates 2022

• Mobile

• PC

• All devices @Merveacrc

RETWEET + LIKE

fFR",99.401
